"Artist" "Track" "Album" "danceability" "energy" "loudness" "speechiness" "acousticness" "instrumentalness" "liveness" "tempo" "length" "time_signature" "A" "B" "C" "D" "AnB" "AnC" "AnD" "BnC" "BnD" "CnD" "AnBnC" "AnBnD" "AnCnD" "BnCnD" "AnBnCnD"
"131" "Paramore" "Part II - Live at Red Rocks Amphitheatre, Morrison, CO, 8/12/2014" "Paramore (Deluxe Edition)" 0.317 0.923 -4.677 0.103 0.00315 8.19e-05 0.294 157.603 299880 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"132" "Django Django" "Found You" "Born Under Saturn" 0.575 0.716 -5.298 0.0254 2.03e-05 0.00234 0.0819 93.287 283132 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"133" "Fish in a Birdcage" "Rule #21 - Momento Mori" "Waterfall" 0.883 0.359 -13.051 0.0761 0.531 0.000508 0.188 110.01 189760 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"134" "Big D and the Kids Table" "Shining On" "Strictly Rude" 0.856 0.823 -4.845 0.0367 0.137 2e-04 0.0838 112.039 194093 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"135" "Joe Bel" "No, No" "Dreams" 0.59 0.561 -10.693 0.0431 0.598 1.51e-06 0.0807 179.918 216317 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"136" "Jimmy Webb" "If These Walls Could Speak" "Ten Easy Pieces" 0.366 0.17 -15.607 0.0328 0.905 0.0024 0.113 136.508 243693 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"137" "Jody Hunt" "Avia Isle" "Avia Isle" 0.264 0.00558 -32.108 0.04 0.991 0.928 0.108 73.533 42839 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"138" "Pimm's Trio" "Blue Jeans" "You Must Believe in Spring" 0.415 0.0648 -21.435 0.0339 0.98 0.931 0.121 100.738 170743 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"139" "Big Thief" "Dragon New Warm Mountain I Believe in You" "Dragon New Warm Mountain I Believe In You" 0.312 0.471 -11.464 0.0353 0.766 0.0185 0.162 173.699 283764 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"140" "Floraleda Sacchi" "The Dreams that Stuff Is Made Of" "The Theory of Everything (Original Motion Picture Soundtrack)" 0.36 0.0854 -20.406 0.0343 0.993 0.737 0.115 58.322 111836 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"141" "Sort of Speak" "Binaural Gamma Sinus 200 Hz - 250 Hz" "Binaural Theta Sinus 150 Hz - 156 Hz" 0.246 0.0389 -22.224 0.0454 0.967 0.943 0.114 71.786 144893 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"142" "MC Pat Flynn" "Love Inside" "Love Inside" 0.768 0.892 -5.582 0.181 0.047 0 0.296 123.012 227605 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"143" "Caravan Palace" "Moonshine" "Chronologic" 0.752 0.742 -6.761 0.0354 0.361 0.000561 0.0997 116.989 213800 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"144" "Sons Of The East" "My Repair" "Already Gone" 0.571 0.65 -8.276 0.0499 0.236 0 0.113 123.933 185583 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"145" "The Tallest Man On Earth" "Love is All" "The Wild Hunt" 0.624 0.252 -11.502 0.03 0.931 0.000421 0.104 107 255853 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"146" "The Temptations" "My Girl" "The Temptations Sing Smokey" 0.572 0.418 -10.738 0.0349 0.635 0 0.0961 104.566 165000 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"147" "Googie Rene" "Smokey Joe's La La" "Smokey Joe's La La" 0.653 0.954 -6.961 0.0851 0.0423 8.44e-06 0.0854 139.026 178013 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"148" "Xavier Rudd" "Stoney Creek" "Jan Juc Moon" 0.706 0.476 -8.093 0.0435 0.484 1e-04 0.17 115.835 277053 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"149" "Twenty One Pilots" "Tear in My Heart" "Blurryface" 0.655 0.632 -4.802 0.0489 0.0189 0 0.0722 120.113 188493 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"150" "The Jon Spencer Blues Explosion" "Calvin" "Potion (with Dua Lipa & Young Thug)" 0.824 0.697 -4.869 0.0473 0.158 4.11e-05 0.077 99.988 214460 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"151" "Parcels" "Comedown" "Parcels" 0.893 0.44 -8.373 0.0436 0.596 0.126 0.322 122.991 188724 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"152" "Mariah Carey" "All I Want for Christmas Is You" "Merry Christmas" 0.336 0.627 -7.463 0.0384 0.164 0 0.0708 150.273 241107 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"153" "Fujiya & Miyagi" "Cassettesingle" "Transparent Things" 0.718 0.857 -7.585 0.0333 0.186 0.754 0.102 150.004 391003 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"154" "Father John Misty" "Nancy From Now On" "Fear Fun" 0.534 0.641 -9.172 0.0276 0.523 0.0428 0.0904 107.081 234160 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"155" "Caesars" "Jerk It Out" "Jerk It Out" 0.58 0.981 -2.603 0.06 0.0171 1.07e-05 0.386 134.007 195666 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"156" "Guns N' Roses" "Paradise City" "Appetite For Destruction" 0.273 0.952 -8.762 0.0843 0.0169 0.0111 0.142 100.271 405640 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"157" "Bausa" "Was du Liebe nennst" "Was Du Liebe nennst" 0.874 0.487 -8.154 0.0641 0.393 2.96e-05 0.0524 144.956 203630 4 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0
"158" "Angus & Julia Stone" "Cellar Door" "Snow" 0.672 0.642 -7.157 0.0456 0.181 0.0146 0.0866 120.809 281267 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"159" "SYML" "TRUE" "True Love" 0.712 0.861 -5.487 0.25 0.0182 6.09e-06 0.511 84.042 148571 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"160" "Sigur Rós" "Festival" "Með suð í eyrum við spilum endalaust" 0.156 0.392 -8.945 0.0326 0.564 0.47 0.113 80.439 565270 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"161" "Fountains Of Wayne" "Stacy's Mom" "Welcome Interstate Managers" 0.774 0.75 -4.927 0.0412 0.00207 1.78e-05 0.0808 118.015 197987 4 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0
"162" "Dan Auerbach" "Goin' Home" "Keep It Hid" 0.415 0.295 -11.539 0.0347 0.371 0.00545 0.111 136.065 293987 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"163" "Tom Rosenthal" "DRIFT ALONG SMALL WORLD" "DRIFT ALONG SMALL WORLD" 0.666 0.0448 -14.834 0.035 0.955 0.00113 0.0999 77.856 162593 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"164" "Poor Mans Poison" "Providence" "Providence" 0.515 0.623 -5.643 0.0477 0.566 0 0.0591 105.098 183533 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"165" "Coldplay" "Sparks" "Parachutes" 0.371 0.268 -10.506 0.0281 0.748 0.0517 0.104 102.617 227093 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"166" "Watchhouse" "Little Worlds" "Such Jubilee" 0.54 0.4 -9.305 0.0247 0.902 0.00147 0.115 102.979 210227 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"167" "Jadu Heart" "Burning Hour" "Hyper Romance" 0.557 0.8 -6.867 0.0329 0.088 0.537 0.104 105.023 278901 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"168" "Protassov" "Butterfly Dub" "Best of (Deluxe Edition)" 0.824 0.869 -7.781 0.0433 0.00238 0.682 0.0887 98.007 264333 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"169" "Theo Katzman" "Good to Be Alone" "Heartbreak Hits" 0.77 0.341 -10.821 0.0447 0.76 0.000274 0.0712 108.851 221509 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"170" "L'aupaire" "Keep On Pressing" "Life After Death (25th Anniversary Super Deluxe Edition)" 0.752 0.539 -7.462 0.229 0.26 0 0.33 91.04 253653 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"171" "Mt. Wolf" "Tayrona (feat. Wilsen) [Henry Green Rework]" "Tayrona (feat. Wilsen) [Henry Green Rework]" 0.443 0.449 -9.08 0.0486 0.145 0.666 0.138 172.074 207842 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"172" "Milky Chance" "Feathery - Slow Version" "Sadnecessary" 0.854 0.631 -11.252 0.273 0.744 0.29 0.0915 93.983 196000 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"173" "Mo Lowda & the Humble" "Curse the Weather" "Curse the Weather" 0.598 0.677 -8.141 0.0617 0.444 1.88e-05 0.1 120.946 298040 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"174" "Linda Diaz" "Green Tea Ice Cream" "Green Tea Ice Cream" 0.568 0.504 -6.624 0.0402 0.804 0.00836 0.0927 83.957 231656 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"175" "L'aupaire" "Dancing In The Moonlight" "Onka's Big Moka" 0.632 0.856 -3.463 0.0348 0.0624 0 0.347 119.397 232693 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"176" "The Slow Show" "Hey Lover" "STILL LIFE" 0.403 0.433 -11.464 0.0301 0.284 0.284 0.152 112.118 215138 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"177" "grandson" "Blood // Water - Acoustic" "broken down vol. 1" 0.502 0.4 -5.615 0.0288 0.511 0 0.0701 149.714 230400 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"178" "SYML" "Where’s My Love - Alternate Version" "Hurt for Me" 0.382 0.219 -11.805 0.0318 0.904 0.0196 0.108 103.768 248333 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"179" "LÉON" "Soaked" "Circles" 0.572 0.72 -6.344 0.0542 0.332 0.000296 0.0929 144.92 212263 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"180" "Massive Attack" "Be Thankful For What You've Got - 2012 Mix/Master" "Blue Lines (2012 Mix/Master)" 0.821 0.528 -11.749 0.0463 0.117 0.0702 0.0816 92.128 249413 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"181" "KozyPop" "On Your Mind (feat. Emi Choi)" "Seoul Vibes, Pt. 19" 0.747 0.622 -5.102 0.0338 0.727 0 0.11 119.917 162917 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"182" "dodie" "When - Live" "Intertwined - EP" 0.321 0.179 -12.934 0.0312 0.929 0.00405 0.108 104.674 195000 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"183" "Fenne Lily" "For a While" "On Hold" 0.493 0.275 -12.411 0.034 0.861 1.62e-05 0.107 129.952 234618 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"184" "Robert Palmer" "Every Kinda People" "Double Fun" 0.573 0.545 -12.636 0.0436 0.228 0.000169 0.0466 94.404 198147 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"185" "Red Hot Chili Peppers" "Californication" "Californication (Deluxe Edition)" 0.592 0.767 -2.788 0.027 0.0021 0.00165 0.127 96.483 329733 4 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0
"186" "Christopher Lennertz" "Dogs of War: Main Title" "Medal of Honor: European Assault (Original Soundtrack)" 0.105 0.199 -14.773 0.0371 0.903 0.967 0.0774 77.374 178960 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"187" "Bibio" "lovers’ carvings" "Ambivalence Avenue" 0.558 0.47 -5.5 0.0316 0.68 0.914 0.532 118.06 238640 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"188" "Jamie T" "Between The Rocks" "Between The Rocks" 0.496 0.955 -3.079 0.2 0.164 0 0.545 102.083 211466 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"189" "Black Sea Dahu" "One and One Equals Four" "I Am My Mother" 0.353 0.272 -11.782 0.0365 0.714 0.000224 0.366 86.576 340854 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"190" "Johann Sebastian Bach" "Orchestral Suite No. 3 in D Major, BWV 1068: II. Air" "Bach for Studying" 0.175 0.107 -24.935 0.0427 0.854 0.911 0.112 116.202 216027 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"191" "Slow Club" "When I Go" "Yeah, So" 0.684 0.192 -14.874 0.0545 0.733 0 0.0958 115.361 186866 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"192" "World Christmas Orchestra" "Ding Dong Merrily On High" "Light The Candles" 0.511 0.0482 -28.722 0.0814 0.996 0.97 0.103 89.811 123250 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"193" "SYML" "Where's My Love" "SYML" 0.604 0.36 -10.109 0.0253 0.868 0.0343 0.112 103.985 202000 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"194" "BANNERS" "Got It In You - Acoustic" "Got It In You (Acoustic)" 0.58 0.354 -5.722 0.0419 0.725 0 0.118 72.049 222267 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"195" "City of the Sun" "Ventura" "Ventura" 0.605 0.422 -15.64 0.0318 0.403 0.902 0.0974 120.052 281000 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"196" "Sam Cohen" "Man on Fire" "The Future’s Still Ringing In My Ears" 0.544 0.85 -3.939 0.0276 0.11 0.00229 0.139 83.203 211153 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197" "Seafret" "Hollow" "Palaces" 0.529 0.583 -5.183 0.146 0.0689 0.000387 0.197 104.765 233145 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"198" "Sufjan Stevens" "Should Have Known Better" "Carrie & Lowell" 0.493 0.171 -20.696 0.0317 0.98 0.263 0.126 90.928 307698 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"199" "The Strumbellas" "In This Life" "We Still Move on Dance Floors" 0.287 0.649 -6.1 0.059 0.554 0 0.161 188.165 163893 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"200" "James Blunt" "High" "Back to Bedlam" 0.541 0.602 -6.033 0.0257 0.259 1.37e-06 0.125 81.32 243280 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"201" "Solar" "Promise U" "PROMISE U (REVIBE Vol.1)" 0.696 0.704 -3.957 0.0461 0.583 0 0.104 114.014 207613 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"202" "L'aupaire" "Rainmaker" "Reframing (Deluxe)" 0.887 0.523 -8.428 0.0351 0.0674 8.57e-05 0.35 111.982 238558 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"203" "Indochine" "Nos célébrations - Edit" "Nos célébrations" 0.639 0.852 -7.819 0.0276 0.00082 0.00154 0.102 125.973 240200 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"204" "Fewjar" "Skeleton" "life's a beach" 0.779 0.733 -8.137 0.0734 0.0177 0.0011 0.591 115.009 178714 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"205" "Johnny Flynn" "The Water" "Been Listening" 0.488 0.273 -11.501 0.0302 0.847 0.000256 0.12 124.629 252853 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"206" "Novo Amor" "Anniversary" "Birthplace" 0.333 0.315 -9.795 0.0314 0.949 0.202 0.202 119.958 283133 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"207" "Frank Sinatra" "Jingle Bells" "Ultimate Christmas" 0.706 0.383 -11.44 0.0342 0.758 0 0.0608 86.997 122160 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"208" "mehro" "like you’re god" "Dark Corners" 0.946 0.377 -7.187 0.0688 0.471 0.277 0.111 140.038 171363 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"209" "Paula Sergio" "Garota de Ipanema" "Brasil Bossa Nova Grandes Autores Vinicius Toquinho Tom Jobin" 0.604 0.611 -11.217 0.0377 0.669 0.000123 0.18 79.695 150613 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"210" "James TW" "Say Love" "Chapters" 0.753 0.451 -7.638 0.0561 0.114 1.09e-06 0.369 84.01 221387 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"211" "Tamzene" "Cut Me Out Your Photos" "Cut Me Out Your Photos" 0.578 0.319 -8.895 0.026 0.903 0.000122 0.109 130.894 168616 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"212" "Ryuichi Sakamoto" "Merry Christmas Mr. Lawrence" "1996" 0.493 0.175 -18.049 0.036 0.949 0.777 0.112 106.903 286467 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"213" "The Wanderer" "We're All Going Home" "We're All Going Home" 0.623 0.379 -11.835 0.0348 0.855 0.033 0.0909 167.825 184746 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"214" "Jóhann Jóhannsson" "The Whirling Ways of Stars that Pass" "The Theory of Everything (Original Motion Picture Soundtrack)" 0.446 0.0523 -26.715 0.081 0.99 0.97 0.0878 101.8 112556 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"215" "Dire Straits" "Romeo And Juliet" "Making Movies" 0.613 0.441 -11.999 0.0309 0.546 0.0132 0.0869 87.573 360667 4 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0
"216" "HVME" "Goosebumps" "Goosebumps" 0.767 0.659 -7.429 0.0444 0.325 0 0.13 124.946 163208 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"217" "Noah And The Whale" "Tonight's The Kind Of Night" "Last Night On Earth" 0.653 0.861 -4.204 0.0343 0.0102 0.00181 0.162 127.036 189693 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"218" "Luna Waterfall" "Alpha Flow State 150Hz - 157Hz" "Flow State" 0.253 0.0436 -29.357 0.0443 0.85 0.641 0.111 139.835 209484 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"219" "The Cinematic Orchestra" "To Build A Home" "Ma Fleur" 0.264 0.122 -15.399 0.0349 0.885 0.349 0.094 148.658 371320 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"220" "Camila Cabello" "Don't Go Yet" "Don't Go Yet" 0.666 0.796 -6.967 0.103 0.0492 0 0.0442 110.108 164842 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"221" "Kendrick Lamar" "Count Me Out" "Mr. Morale & The Big Steppers" 0.776 0.431 -7.544 0.091 0.671 0 0.153 133.999 283642 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"222" "Mumford & Sons" "Babel" "Babel (Gentlemen Of The Road Edition)" 0.287 0.81 -5.92 0.0575 0.0226 0.000177 0.0805 78.646 208933 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"223" "David Holmes" "I Heard Wonders" "The Holy Pictures" 0.298 0.726 -6.681 0.0434 0.00252 0.839 0.117 81.978 334493 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"224" "KYTES" "Any Better" "Frisbee" 0.929 0.403 -7.286 0.0708 0.241 1.41e-05 0.0684 105.997 185314 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"225" "The Kane Gang" "Respect Yourself" "The Bad and Lowdown World of the Kane Gang" 0.848 0.91 -7.856 0.0542 0.107 0.000325 0.0789 112.636 341226 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"226" "Mainland" "I Found God" "I Found God" 0.516 0.623 -6.207 0.0361 0.00141 0 0.132 139.404 229840 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"227" "Liedfett" "AUFM TEPP1CH" "AUFM TEPP1CH" 0.495 0.446 -11.354 0.376 0.637 1.21e-05 0.268 75.46 252000 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"228" "Liedfett" "Kopf frei - Studio Session" "Kopf frei (Studio Session)" 0.606 0.467 -9.175 0.0419 0.324 5.12e-06 0.0853 103.732 206369 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"229" "Comet Blue" "Sand Between Our Fingers" "Sand Between Our Fingers" 0.22 0.038 -26.585 0.0322 0.985 0.935 0.0946 205.477 168125 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"230" "Frédéric Leissen" "The Nightingale" "The Nightingale" 0.358 0.0256 -24.675 0.0385 0.994 0.922 0.107 67.382 118184 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"231" "Nick Murphy" "Take In The Roses" "Take In The Roses" 0.346 0.18 -15.151 0.0369 0.753 0.0346 0.1 102.626 302622 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"232" "Tom Grennan" "Don't Break the Heart - Acoustic" "Don't Break the Heart (Acoustic)" 0.801 0.485 -6.312 0.0375 0.566 0 0.123 122.93 231072 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"233" "Nina Simone" "Feeling Good" "I Put A Spell On You" 0.399 0.326 -9.239 0.0386 0.864 0 0.191 79.206 174000 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"234" "Camila Cabello" "Havana (feat. Young Thug)" "Camila" 0.765 0.523 -4.333 0.03 0.184 3.56e-05 0.132 104.988 217307 4 0 1 1 1 0 0 0 1 1 1 0 0 1 0 0
"235" "Low" "The Price You Pay (It Must Be Wearing Off)" "HEY WHAT" 0.404 0.763 -4.657 0.064 0.534 0.0772 0.197 83.924 428132 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"236" "Dylan" "Nineteen" "No Romeo EP" 0.475 0.743 -5.802 0.05 0.00309 0 0.695 95.014 218885 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"237" "Gorillaz" "Sleeping Powder" "Sleeping Powder" 0.722 0.597 -5.964 0.0264 0.174 0.183 0.181 103.975 166482 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"238" "Old Crow Medicine Show" "Wagon Wheel" "O.C.M.S." 0.621 0.403 -8.211 0.0359 0.581 0 0.114 145.523 232133 4 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0
"239" "Bring Me The Horizon" "Oh No" "That's The Spirit" 0.505 0.827 -5.517 0.0456 0.00626 1.07e-05 0.112 114.987 301013 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"240" "Gramatik" "Dungeon Sound" "SB3" 0.776 0.675 -6.276 0.0785 0.00399 0.0698 0.0982 203.958 232680 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"241" "Darlingside" "Old Friend" "Extralife" 0.412 0.241 -13.477 0.0295 0.811 0.392 0.114 100.979 148200 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"242" "Black Sabbath" "Iron Man" "The Ultimate Collection" 0.332 0.769 -11.503 0.0765 0.00367 0.00413 0.0372 157.378 354773 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"243" "Rupert Gregson-Williams" "Amazons Of Themyscira" "Wonder Woman (Original Motion Picture Soundtrack)" 0.0831 0.223 -20.623 0.0442 0.704 0.933 0.0847 80.475 407533 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"244" "Everything Everything" "No Reptiles" "Get To Heaven (Deluxe)" 0.631 0.515 -9.038 0.0245 0.0339 0.00124 0.116 154.935 282853 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"245" "Bleachers" "Secret Life (feat. Lana Del Rey)" "Secret Life (feat. Lana Del Rey)" 0.568 0.292 -14.316 0.0269 0.829 4.35e-06 0.341 75.065 186613 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"246" "Traveling Wilburys" "End Of The Line" "The Traveling Wilburys, Vol. 1" 0.578 0.836 -6.607 0.0512 0.163 1.36e-06 0.0583 167.026 209520 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"247" "Jóhann Jóhannsson" "The Theory of Everything" "The Theory of Everything (Original Motion Picture Soundtrack)" 0.421 0.118 -17.703 0.0408 0.842 0.938 0.115 104.03 68692 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"248" "Rise Against" "To Them These Streets Belong" "Appeal To Reason / Siren Song Of The Counter Culture / The Sufferer & The Witness" 0.533 0.971 -2.436 0.105 0.0111 0.0555 0.106 151.943 169426 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"249" "Cage The Elephant" "Sweetie Little Jean" "Tell Me I'm Pretty" 0.524 0.532 -6.07 0.026 0.0285 7.86e-05 0.242 135.678 224893 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"250" "Mumford & Sons" "The Cave" "Sigh No More (Deluxe)" 0.59 0.51 -9.456 0.0384 0.0487 8.79e-05 0.0819 141.939 218000 4 1 1 0 1 1 0 1 0 1 0 0 0 0 0 0
"251" "The Shouting Matches" "House Call" "Mouthoil" 0.675 0.497 -12.291 0.0504 0.594 0.143 0.126 68.489 292853 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"252" "The Band CAMINO" "2 / 14" "My Thoughts On You" 0.607 0.709 -7.428 0.0538 0.372 0 0.294 97.006 163690 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"253" "Louise Attaque" "Fatigante" "Louise Attaque" 0.382 0.839 -5.603 0.0432 0.0833 1.26e-06 0.253 131.848 171533 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"254" "Matt Duncan" "The Keys" "Soft Times" 0.782 0.478 -11.132 0.0671 0.511 0.0117 0.131 94.997 217066 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"255" "The Script" "Rain" "Freedom Child" 0.689 0.586 -7.61 0.107 0.241 0 0.356 93.02 209346 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"256" "Milky Chance" "Fallen" "UNDERTALE Soundtrack" 0.624 0.66 -12.779 0.0569 0.797 0.786 0.114 110.021 57818 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"257" "Chiara Attanasio" "Menti assorte" "Fiordi Solitari" 0.428 0.104 -18.719 0.0309 0.989 0.922 0.0994 71.665 113847 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"258" "Kevin Morby" "I Have Been to the Mountain" "Singing Saw" 0.384 0.886 -5.711 0.0673 0.0953 0.431 0.126 187.781 194187 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"259" "AnnenMayKantereit" "Hurra die Welt geht unter - Live" "AnnenMayKantereit & Freunde (Live In Berlin)" 0.422 0.916 -4.623 0.414 0.159 0 0.936 167.145 281147 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"260" "Pitbull" "Timber (feat. Ke$ha)" "Global Warming: Meltdown (Deluxe Version)" 0.589 0.966 -4.106 0.0972 0.03 0 0.147 129.983 204200 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"261" "Tender Central" "Ashes" "Ashes" 0.712 0.568 -7.864 0.0546 0.0947 0 0.169 130.019 166356 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
