Artist,Track,Album,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,tempo,length,time_signature,A,B,C,D,AnB,AnC,AnD,BnC,BnD,CnD,AnBnC,AnBnD,AnCnD,BnCnD,AnBnCnD
Erik Satie,Messe des pauvres (Arr. A. Simonetto for Piano): Ia. Kyrie,"Satie: Esoteric Works, Vol. 2 – Vexations, Uspud, Messe des pauvres",0.712,0.00293,-23.769,0.89,0.984,0.688,0.0806,73.293,74813,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hiatus Kaiyote,Laputa (Taylor McFerrin Remix feat. Anderson .Paak),"Recalibrations, Vol. 1",0.453,0.655,-7.709,0.302,0.271,0.0,0.118,106.222,244240,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pim Stones,We Have It All,We Have It All,0.556,0.493,-7.151,0.032,0.921,6.09e-05,0.113,107.984,263333,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Biffy Clyro,Mountains,Only Revolutions,0.507,0.852,-6.841,0.0453,0.000676,1.28e-05,0.0599,158.0,201146,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T Bird and the Breaks,I Get's My Boogie On,Never Get Out of This Funk Alive,0.683,0.733,-5.671,0.039,0.0721,8.53e-06,0.819,96.633,250409,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charity Children,Elizabeth,The Stone Roses,0.5,0.13,-23.436,0.0408,0.801,0.196,0.241,107.716,53120,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lo-Fang,When We're Fire - Cello Version,Every Night,0.55,0.135,-17.155,0.0453,0.935,0.0297,0.112,155.765,245865,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed Sheeran,Bibia Be Ye Ye,÷ (Deluxe),0.738,0.677,-5.121,0.0824,0.52,0.0,0.133,127.067,176746,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Janko Nilovic,Drug Song,"Volume 1 (3 albums: Super America, Soul Impressions, Pop Impressions)",0.465,0.713,-7.493,0.0603,0.00796,0.71,0.112,88.344,191959,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Binaural Movements,Fantasia - Alpha Sinus 95Hz - 103Hz,Access to the Subconcious,0.19,0.0778,-29.869,0.0442,0.893,0.516,0.11,70.109,161584,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Clean Bandit,Rather Be (feat. Jess Glynne),Rather Be (feat. Jess Glynne),0.799,0.586,-6.735,0.0377,0.162,2.03e-06,0.193,120.97,227833,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cory Wong,Light As Anything,The Optimist,0.76,0.631,-5.661,0.0447,0.0658,0.000281,0.0819,93.992,291133,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Floating States,Ocean Waves Alpha 273Hz - 281Hz,Violin Waves,0.165,0.0638,-30.452,0.0496,0.828,0.845,0.113,79.516,126812,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Luther,Vom Himmel Hoch da Komm Ich Her,Let's have a break with Bach,0.207,0.114,-19.281,0.0395,0.681,2.88e-05,0.135,119.737,174507,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Morra,One Love - Radio Version,One Love (Radio Version),0.848,0.632,-5.291,0.0544,0.213,0.0733,0.272,127.978,193620,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keith Jarrett,So Tender,"Standards, Vol. 2",0.373,0.302,-20.358,0.0376,0.818,0.835,0.171,86.925,435267,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLAZA,Demons,Night Visions,0.505,0.71,-3.015,0.0321,0.19,0.00025,0.269,89.938,177507,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Post Malone,One Right Now (with The Weeknd),Twelve Carat Toothache,0.682,0.764,-5.411,0.0477,0.0363,0.0,0.103,97.023,192721,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Calming Beats,Alpha Pulse - 92Hz - 100Hz,Binaural Concentration,0.221,0.0519,-24.808,0.0467,0.828,0.632,0.11,63.88,156154,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bendigo Fletcher,No Smoke,No Smoke,0.616,0.46,-9.968,0.0338,0.677,5.46e-05,0.11,113.828,173307,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Joyce Cooling,Revolving Door,Revolving Door,0.754,0.595,-8.141,0.0357,0.271,0.883,0.0674,105.012,347013,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soulive,One In Seven,Doin' Something,0.716,0.731,-5.602,0.045,0.0084,0.782,0.119,120.592,316493,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ren,Humble,Humble,0.8,0.594,-5.671,0.237,0.553,0.0,0.101,147.999,175946,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Novo Amor,Ontario,Heiress,0.409,0.223,-13.886,0.0296,0.947,0.0123,0.0635,89.877,192867,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cattle & Cane,I Wish I Knew Jesus - Like You Do,I Wish I Knew Jesus (Like You Do),0.685,0.735,-6.11,0.0302,0.00781,7.51e-06,0.0462,97.98,175413,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dino Brandāo,Hoffnigslos Hoffnigslos,Ich liebe Dich,0.315,0.254,-11.269,0.0328,0.279,0.00017,0.122,119.072,348173,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Avett Brothers,I Wish I Was,True Sadness,0.491,0.299,-8.86,0.0317,0.806,0.0,0.188,109.329,316440,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna Luppi,All we got (Quando avremo),All we got (Quando avremo),0.513,0.745,-5.504,0.0716,0.35,0.0,0.109,187.996,167875,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AnnenMayKantereit,Pocahontas,Alles nix konkretes,0.596,0.591,-9.254,0.0363,0.34,0.00517,0.097,118.818,185231,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Papas Fritas,Way You Walk,Pop Has Freed Us,0.878,0.445,-7.321,0.0592,0.123,0.00269,0.114,120.133,228000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aron Edwards,Danderlion,Danderlion,0.126,0.224,-26.95,0.0299,0.982,0.893,0.106,178.22,136000,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Beta Radio,I Need My Prayers - Guitar Solo,I Need My Prayers (Guitar Solo),0.415,0.302,-13.454,0.0359,0.892,0.9,0.1,81.383,187248,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Cat Empire,Coming to Meet You,Coming to Meet You,0.674,0.797,-10.297,0.0495,0.0509,0.00257,0.151,117.012,211587,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lord Huron,Ends of the Earth,Lonesome Dreams,0.555,0.584,-8.667,0.0301,0.274,0.0228,0.254,120.965,284147,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fisherman’s Friends,Leave Her Jonny Leave Her,Home From The Sea,0.581,0.0409,-20.494,0.0467,0.982,0.0,0.165,124.311,160853,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerry Cinnamon,Mayhem,The Bonny,0.64,0.568,-6.816,0.0445,0.75,9.96e-06,0.106,129.07,227229,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SYML,I Wanted to Leave,You Knew It Was Me,0.486,0.062,-19.538,0.0379,0.989,0.9,0.111,170.442,203912,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
St. Paul & The Broken Bones,Grass Is Greener,Half The City,0.34,0.491,-7.0,0.0322,0.428,0.0397,0.226,176.309,254333,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alannah Myles,Black Velvet,Alannah Myles,0.754,0.366,-10.07,0.0312,0.273,9.04e-05,0.106,91.147,287440,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catfish and the Bottlemen,Kathleen,The Balcony,0.489,0.892,-4.757,0.0786,0.000369,0.00293,0.411,137.93,160886,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sleeping At Last,Saturn,Atlas: I,0.263,0.237,-13.738,0.0344,0.638,0.305,0.109,73.024,289792,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Somebody's Child,We Could Start a War,20-Something,0.495,0.72,-3.298,0.0337,0.09,0.0,0.108,90.008,213066,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Louise Attaque,"Toute cette histoire - Live à La Route du Rock, Saint-Malo / 1997",Louise Attaque (25 ans),0.278,0.938,-5.167,0.418,0.228,0.0,0.983,136.932,374003,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Jil Is Lucky,The Wanderer,Jil is lucky (Kenzo Flower Release + Radio edit),0.43,0.467,-5.863,0.0255,0.425,4.82e-06,0.092,96.365,220413,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Robbie Boyd Band,Orion's Belt,Autumn's Flown,0.623,0.728,-6.754,0.0381,0.268,0.0,0.0891,107.827,227160,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Motel,Daydream / Wetdream / Nightmare,Voyeur,0.292,0.74,-6.444,0.0758,0.117,0.00458,0.0938,91.973,307093,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Bowie,Ziggy Stardust - 2012 Remaster,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),0.515,0.554,-11.616,0.0784,0.0478,0.0,0.219,80.146,193880,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Phillipa Soo,Helpless,Hamilton (Original Broadway Cast Recording),0.688,0.491,-7.494,0.269,0.334,0.0,0.0914,79.009,249771,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bronze Radio Return,Further On,"Up, On & Over",0.633,0.811,-6.661,0.0327,0.112,0.015,0.12,130.157,146781,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Diplomats of Solid Sound,Come In My Kitchen,S/t,0.571,0.83,-5.487,0.0896,0.0122,0.0,0.211,100.8,204653,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
First Aid Kit,Emmylou,The Lion's Roar,0.494,0.616,-5.828,0.0297,0.47,0.000135,0.1,88.394,258000,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Preatures,Is This How You Feel?,Blue Planet Eyes,0.536,0.807,-7.696,0.129,0.00014,0.128,0.069,184.894,214093,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'aupaire,Goldrush,Reframing (Deluxe),0.683,0.859,-6.585,0.0413,0.0207,0.00221,0.375,138.95,179568,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyre Le Temps,The Mission,The Mission,0.708,0.437,-6.982,0.0807,0.188,0.0,0.0976,94.053,191479,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lily & Madeleine,Come to Me,Press Play,0.825,0.493,-6.479,0.0749,0.0196,0.0,0.755,97.025,276787,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juice Newton,Queen Of Hearts,Juice,0.658,0.862,-9.963,0.0535,0.211,5.44e-05,0.2,169.532,205827,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua Radin,A World to Explore,A World to Explore,0.614,0.55,-13.849,0.0373,0.421,0.462,0.0951,93.954,180000,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Shadows,Apache,Another String of Hot Hits (And More!),0.595,0.451,-12.987,0.0288,0.0106,0.929,0.0962,133.673,174187,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYML,YES AND KNOW,DIM,0.597,0.507,-6.268,0.0405,0.829,0.131,0.0838,136.017,262860,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Damon Albarn,Particles - Edit,Particles,0.234,0.385,-10.729,0.0359,0.711,0.00271,0.158,117.9,182422,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aisha Badru,Prisoners & Guards,Prisoners & Guards,0.45,0.34,-15.888,0.0359,0.899,0.00357,0.293,123.287,290680,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yo La Tengo,Periodically Double or Triple,Popular Songs,0.883,0.517,-9.474,0.0627,0.106,0.13,0.0809,119.614,233067,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
René Aubry,"The Desert, Pt. 2",Chaos,0.612,0.358,-11.944,0.0343,0.798,0.889,0.114,109.968,125387,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Scratch Bandits Crew,Algorithmic,Stereo 7,0.841,0.751,-6.474,0.255,0.112,0.0,0.0212,95.992,206501,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor Swift,willow,evermore,0.392,0.574,-9.195,0.17,0.833,0.00179,0.145,81.112,214707,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Louise Attaque,Amours,Louise Attaque,0.438,0.874,-5.866,0.18,0.0284,0.0,0.0255,149.389,117600,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Scarecrow,Left Behind,Iowa,0.229,0.994,-3.431,0.22,7.03e-05,0.00548,0.318,156.623,241467,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Benny Sings,Rolled Up,Music,0.792,0.461,-11.706,0.243,0.729,0.326,0.118,174.402,183481,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Longest Johns,Randy Dandy-O,Written in Salt,0.631,0.669,-4.171,0.127,0.934,0.0,0.329,110.094,126493,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stu Larsen,By the River - Acoustic,By the River (Acoustic),0.484,0.375,-11.71,0.0305,0.568,0.000129,0.12,146.366,268195,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lily Allen,Somewhere Only We Know,Somewhere Only We Know,0.314,0.286,-10.191,0.035,0.935,0.0258,0.0999,172.021,208154,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L.A. WITCH,Baby in Blue Jeans,L.A. WITCH,0.25,0.64,-7.341,0.0302,0.00901,0.768,0.152,152.407,269160,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metronomy,Things will be fine,Small World,0.716,0.713,-9.392,0.0304,0.438,0.265,0.101,144.964,210267,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Crowded House,Weather With You,Woodface,0.643,0.614,-12.878,0.0279,0.25,7.17e-06,0.214,93.982,224467,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Michael Kiwanuka,Rolling,KIWANUKA,0.677,0.777,-4.95,0.0374,0.0293,0.591,0.683,124.993,171747,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DJ Shadow,This Time (I'm Gonna Try It My Way),The Outsider,0.592,0.912,-5.976,0.0433,0.00242,0.103,0.0775,96.491,185147,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sundance Darling,Binaural Gamma Sinus 120 Hz - 170 Hz,Binaural Gamma Sinus 120 Hz - 170 Hz,0.195,0.024,-30.323,0.0545,0.969,0.635,0.111,76.847,153066,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lil Nas X,Old Town Road - Remix,7 EP,0.878,0.619,-5.56,0.102,0.0533,0.0,0.113,136.041,157066,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Peach Pit,Up Granville,From 2 to 3,0.646,0.611,-6.516,0.0272,0.171,0.0,0.0634,109.051,230748,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed Sheeran,Dive,÷ (Deluxe),0.761,0.386,-6.158,0.0399,0.355,0.0,0.0953,134.943,238440,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Snow Patrol,Open Your Eyes,Eyes Open,0.522,0.8,-6.289,0.0307,0.000817,0.00143,0.206,130.953,338426,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Young Rising Sons,Carousel,Cry Baby (Deluxe Edition),0.739,0.661,-5.35,0.0764,0.0958,1.88e-05,0.0848,76.999,230160,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Marta Lien,Dominoes,Dominoes,0.309,0.189,-27.596,0.0329,0.97,0.937,0.105,146.114,147981,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexi Murdoch,Orange Sky,Four Songs,0.685,0.15,-20.543,0.039,0.797,0.0461,0.1,124.956,379520,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Malky,Diamonds,Unapologetic (Deluxe),0.564,0.71,-4.92,0.0461,0.00125,0.0,0.109,91.972,225147,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rainbow Kitten Surprise,Seven,Seven + Mary,0.641,0.531,-7.243,0.157,0.0492,0.0,0.118,135.564,225413,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wild Rivers,Thinking 'Bout Love,Songs to Break Up To,0.732,0.328,-8.13,0.0327,0.487,0.0,0.0677,141.789,199391,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chubby Checker,The Twist,Dancin' Party: The Chubby Checker Collection (1960-1966),0.571,0.618,-5.682,0.0371,0.18,2.69e-06,0.178,156.892,155040,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar Peterson,Blue And Sentimental,Plays Count Basie,0.551,0.114,-24.78,0.0451,0.977,0.874,0.141,70.141,146093,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ariana Grande,34+35,Positions,0.83,0.585,-6.476,0.094,0.237,0.0,0.248,109.978,173711,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Talking To Turtles,Passenger Seat,Split,0.731,0.569,-8.58,0.0429,0.164,0.00577,0.0984,109.953,220000,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Norman Greenbaum,Spirit In The Sky,Spirit In The Sky,0.609,0.617,-7.091,0.0307,0.0994,0.00404,0.118,128.903,242893,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Harrison Storm,Change It All,Change It All,0.446,0.303,-12.504,0.0439,0.631,0.00516,0.118,120.636,247413,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gloria Estefan,Te Tengo A Ti,Alma Caribeña,0.609,0.508,-6.541,0.0319,0.277,0.0,0.287,117.982,236573,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Caroline Smith & The Good Night Sleeps,Strong Shoulders,Little Wind,0.703,0.669,-6.698,0.03,0.148,0.0183,0.346,101.0,128453,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cocoon,Chupee,My Friends All Died in a Plane Crash,0.751,0.48,-6.124,0.0534,0.808,1.86e-05,0.0634,120.027,176853,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BoyWithUke,Two Moons,Fever Dreams,0.841,0.502,-9.068,0.211,0.52,0.000187,0.103,109.965,224747,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Barns Courtney,Hellfire,The Attractions Of Youth,0.529,0.847,-5.513,0.0482,0.244,0.0,0.205,93.977,168853,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sibuna,lost,channel ORANGE,0.913,0.603,-4.892,0.226,0.0272,0.000503,0.167,123.061,234093,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julia Michaels,Just One Look,Just One Look,0.684,0.739,-5.943,0.0363,0.0145,0.0213,0.119,114.996,158369,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Bobby Fuller Four,I Fought the Law - Single Version,Never To Be Forgotten - The Mustang Years,0.593,0.804,-5.497,0.0319,0.105,2.22e-06,0.047,148.959,138360,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gunnel Boek,Perspectives,Perspectives,0.476,0.109,-22.904,0.0327,0.983,0.904,0.101,106.976,186000,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Broken Bells,Good Luck,Good Luck,0.622,0.512,-7.44,0.0383,0.352,0.405,0.109,169.983,206813,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Nina June,Keep on Moving,Keep on Moving,0.584,0.523,-8.176,0.0273,0.286,0.0384,0.241,94.974,222873,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Satellite Stories,Campfire - Acoustic Version,Pine Trails (Acoustic Versions),0.581,0.176,-22.848,0.0426,0.889,0.000598,0.123,145.293,207469,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurt Elling,Can't Make It with Your Brain,Can't Make It with Your Brain,0.669,0.872,-7.786,0.0698,0.442,0.000195,0.103,110.916,349291,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Sylvian,Snow White In Appalachia,A Victim Of Stars 1982-2012,0.342,0.092,-18.182,0.0423,0.886,8.69e-05,0.106,90.509,366266,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dustin O'Halloran,Layers Expanding Time,Lion (Original Motion Picture Soundtrack),0.115,0.109,-20.272,0.0436,0.932,0.868,0.104,69.615,331133,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Natural Child,Out In The Country,Dancin' With Wolves,0.425,0.515,-10.005,0.037,0.682,0.0534,0.105,93.174,174587,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Of Monsters and Men,This Happiness,Tíu,0.59,0.456,-9.989,0.0299,0.281,0.000519,0.0601,116.97,233120,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ami Warning,Fairytales,fairytales,0.753,0.072,-22.315,0.0727,0.922,0.00378,0.117,132.014,167273,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Simply Red,Positively 4th Street,Home,0.569,0.702,-5.11,0.0307,0.382,1.47e-05,0.0777,109.119,273160,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shake Shake Go,Take Me to the Sea,Shake Shake Go,0.767,0.638,-6.417,0.0338,0.0016,0.000536,0.235,126.054,197129,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Ezra,Shotgun,Staying at Tamara's,0.673,0.735,-4.733,0.0457,0.286,0.0,0.242,115.744,201287,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Tigre,Deceptacon,Le Tigre,0.603,0.864,-3.341,0.0668,0.055,0.00493,0.0986,160.488,184627,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZOT,Daddy Cool - Club VIP Mix,Daddy Cool (Club VIP Mix),0.821,0.868,-6.31,0.0813,0.003,0.86,0.0537,123.985,170323,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIAMES,Used to Be,Bounce Into The Music,0.624,0.765,-6.705,0.029,0.000742,0.00396,0.271,106.977,228763,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kate Bollinger,I Don't Wanna Lose,I Don't Wanna Lose,0.494,0.463,-10.764,0.0583,0.34,0.00218,0.209,142.142,200828,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bon Iver,Second Nature,Don't Look Up (Soundtrack from the Netflix Film),0.417,0.517,-9.946,0.0355,0.732,0.00349,0.0992,126.877,242150,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Moretti Trio,Someone To Watch Over Me,Cheek To Cheek,0.513,0.0658,-21.082,0.0409,0.949,0.877,0.117,121.391,223143,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Benjamin Amaru,You Don't Know - slowed + reverb,You Don't Know (slowed + reverb),0.632,0.377,-12.462,0.0638,0.833,0.00308,0.52,147.119,199184,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Al Green,Take Me to the River,Al Green Explores Your Mind,0.786,0.418,-11.115,0.0432,0.218,0.000158,0.134,119.101,225373,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paco Ruiz,Almonte,Almonte,0.329,0.0229,-26.391,0.0388,0.984,0.91,0.118,107.115,151708,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Catfish and the Bottlemen,Hourglass,The Balcony,0.652,0.302,-9.949,0.0328,0.389,0.000251,0.153,129.902,138154,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pigeon Detectives,Take Her Back,Wait for Me,0.488,0.962,-1.589,0.0338,0.00202,2.03e-06,0.261,109.07,197133,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Parov Stelar,Booty Swing,"The Princess, Pt. Two",0.85,0.669,-5.46,0.047,0.26,0.274,0.103,112.966,197507,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joan As Police Woman,The Magic,The Deep Field,0.641,0.807,-6.25,0.0768,0.0978,0.193,0.129,154.638,249533,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WILLOW,Wait a Minute!,ARDIPITHECUS,0.764,0.705,-5.279,0.0278,0.0371,1.94e-05,0.0943,101.003,196520,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Provinz,Du wirst schon sehen,Wir bauten uns Amerika,0.657,0.734,-5.881,0.135,0.143,0.0,0.205,81.052,204503,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Raphael,Mi gran noche,Digan Lo Que Digan: Banda Sonora Original De La Pe,0.645,0.653,-7.183,0.0629,0.579,0.0,0.0726,138.498,180867,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DANGERDOOM,El Chupa Nibre,THE MOUSE & THE MASK,0.67,0.764,-6.652,0.357,0.0391,1.84e-05,0.0317,104.449,156253,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No BS! Brass,Ain't Even Gonna Call Ya,Alive in Richmond!,0.528,0.819,-5.102,0.079,0.64,0.274,0.139,90.29,293669,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mogli,Interlude I (The End),Ravage,0.246,0.195,-20.052,0.0399,0.976,0.847,0.104,118.726,74562,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Kingston Trio,M.T.A.,Kingston Trio At Large,0.713,0.548,-8.807,0.0455,0.261,0.0,0.197,144.623,193387,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Wander,The Only Family I Got,Independence Day: Resurgence (Original Motion Picture Soundtrack),0.218,0.00808,-35.692,0.0458,0.986,0.947,0.0716,54.861,61440,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah Kahan,Passenger,Hurt Somebody,0.696,0.675,-6.769,0.0725,0.631,6.23e-06,0.114,126.901,238066,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Simon,You Can Call Me Al,Graceland (25th Anniversary Deluxe Edition),0.776,0.763,-8.124,0.0534,0.182,0.00647,0.077,128.433,280000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fisherman’s Friends,(What Shall We Do With The) Drunken Sailor,Keep Hauling (Music From The Movie),0.629,0.401,-8.645,0.0285,0.894,0.0,0.278,105.942,169427,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonas Blue,Rise - Retrovision Remix,"Rise (Remixes, Pt. 2)",0.721,0.745,-4.31,0.127,0.15,0.0,0.334,125.088,190183,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean Koch,Subtle Affection,Subtle Affection,0.787,0.826,-6.866,0.0352,0.2,0.00563,0.114,122.017,200656,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Villagers,Courage,Darling Arithmetic,0.74,0.299,-11.831,0.0347,0.77,0.138,0.234,105.0,287413,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
